uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
uniqueid_265,No,Rural,Yes,4.0,20,Female,Child,Single/Never Married,No formal education,Farming and Fishing
uniqueid_2754,No,Rural,Yes,1.0,34,Male,Head of Household,Single/Never Married,No formal education,Informally employed
uniqueid_8144,No,Rural,Yes,3.0,27,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_5947,No,Rural,Yes,6.0,54,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_7975,No,Urban,Yes,6.0,16,Male,Child,Single/Never Married,Secondary education,Informally employed
uniqueid_103,No,Rural,Yes,7.0,43,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
uniqueid_3769,Yes,Urban,Yes,9.0,49,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
uniqueid_4195,No,Rural,Yes,5.0,19,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_4937,No,Urban,No,3.0,71,Female,Head of Household,Widowed,No formal education,Remittance Dependent
uniqueid_8114,No,Rural,No,8.0,18,Male,Child,Single/Never Married,Primary education,Informally employed
uniqueid_2992,No,Rural,Yes,6.0,29,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_8729,No,Rural,Yes,8.0,18,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_3884,No,Rural,Yes,3.0,17,Male,Child,Single/Never Married,Primary education,Informally employed
uniqueid_4112,No,Urban,Yes,7.0,41,Female,Head of Household,Widowed,Primary education,Self employed
uniqueid_1868,No,Rural,Yes,5.0,28,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_894,No,Rural,Yes,3.0,24,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_7911,No,Rural,No,1.0,62,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent
uniqueid_5152,No,Rural,No,3.0,76,Female,Head of Household,Widowed,Primary education,Informally employed
uniqueid_3392,No,Rural,Yes,7.0,43,Female,Head of Household,Widowed,No formal education,Informally employed
uniqueid_1431,No,Rural,Yes,3.0,22,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_8231,No,Rural,No,5.0,40,Female,Spouse,Married/Living together,Secondary education,Informally employed
uniqueid_4248,No,Rural,Yes,7.0,27,Male,Child,Single/Never Married,Primary education,Informally employed
uniqueid_240,No,Rural,Yes,5.0,30,Female,Child,Single/Never Married,No formal education,Informally employed
uniqueid_582,No,Rural,Yes,6.0,34,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_4064,No,Rural,Yes,6.0,34,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_502,No,Urban,Yes,,73,Female,Head of Household,Widowed,No formal education,Self employed
uniqueid_4453,No,Rural,No,5.0,45,Female,Head of Household,Widowed,Primary education,Farming and Fishing
uniqueid_3752,No,Rural,No,6.0,37,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_5772,No,Rural,Yes,6.0,36,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_8616,No,Rural,No,5.0,47,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_1011,No,Rural,Yes,,25,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_5019,No,Rural,No,8.0,55,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_6535,No,Rural,Yes,4.0,42,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
uniqueid_5430,No,Rural,Yes,6.0,48,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_276,No,Rural,Yes,7.0,34,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_1831,Yes,Urban,Yes,5.0,29,Female,Spouse,Married/Living together,Secondary education,Formally employed Private
uniqueid_7482,No,Rural,No,,31,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_955,No,Rural,Yes,4.0,51,Female,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing
uniqueid_6432,No,Rural,Yes,6.0,30,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_6135,No,Urban,Yes,4.0,33,Female,Spouse,Married/Living together,Primary education,Self employed
uniqueid_4664,No,Rural,Yes,5.0,35,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_5116,No,Rural,Yes,,43,Male,Head of Household,Married/Living together,Primary education,Self employed
uniqueid_1243,No,Rural,Yes,5.0,32,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_5350,Yes,Urban,Yes,3.0,41,Male,Head of Household,Married/Living together,Secondary education,Self employed
uniqueid_347,No,Rural,Yes,,46,Female,Head of Household,Widowed,Primary education,Other Income
uniqueid_8683,No,Rural,Yes,5.0,34,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_698,No,Rural,Yes,,22,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_4050,No,Rural,Yes,3.0,58,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_6652,No,Rural,No,3.0,17,Male,Other relative,Single/Never Married,No formal education,Informally employed
uniqueid_974,No,Rural,Yes,,16,Female,Child,Single/Never Married,Primary education,Informally employed
uniqueid_7897,Yes,Rural,Yes,3.0,43,Female,Head of Household,Widowed,Primary education,Farming and Fishing
uniqueid_4439,No,Rural,Yes,,40,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_4121,Yes,Urban,Yes,4.0,42,Female,Spouse,Married/Living together,Secondary education,Other Income
uniqueid_1124,Yes,Urban,Yes,4.0,22,Female,Child,Single/Never Married,Tertiary education,Other Income
uniqueid_3500,No,Rural,Yes,6.0,33,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_7229,No,Rural,Yes,,76,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_7379,No,Rural,Yes,6.0,17,Male,Child,Single/Never Married,Secondary education,Informally employed
uniqueid_4170,Yes,Urban,Yes,3.0,35,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government
uniqueid_7507,No,Rural,Yes,4.0,30,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_7846,Yes,Rural,Yes,4.0,28,Male,Head of Household,Married/Living together,Secondary education,Informally employed
uniqueid_6907,No,Rural,Yes,3.0,25,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_5130,No,Rural,Yes,1.0,45,Male,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_7156,No,Rural,No,9.0,46,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_728,No,Rural,Yes,3.0,40,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_2098,No,Rural,Yes,3.0,71,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_6992,No,Rural,No,6.0,45,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_4643,No,Rural,Yes,3.0,51,Female,Head of Household,Widowed,Primary education,Farming and Fishing
uniqueid_2357,No,Rural,Yes,8.0,39,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_7822,No,Rural,Yes,,29,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_4545,No,Rural,No,7.0,33,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_527,No,Rural,Yes,6.0,43,Female,Spouse,Married/Living together,Secondary education,Informally employed
uniqueid_3519,No,Rural,Yes,2.0,53,Female,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing
uniqueid_3913,No,Rural,Yes,4.0,28,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_7029,No,Rural,Yes,2.0,21,Male,Head of Household,Single/Never Married,Primary education,Farming and Fishing
uniqueid_5535,No,Rural,Yes,9.0,43,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_6986,No,Rural,Yes,6.0,16,Female,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_5299,No,Rural,Yes,5.0,24,Female,Other relative,Single/Never Married,Primary education,Informally employed
uniqueid_2505,No,Rural,Yes,5.0,32,Male,Child,Single/Never Married,Secondary education,Informally employed
uniqueid_8184,No,Rural,Yes,5.0,28,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_3434,Yes,Urban,Yes,4.0,26,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private
uniqueid_6686,No,Rural,Yes,4.0,31,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_7158,No,Rural,Yes,8.0,60,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_4507,No,Rural,Yes,3.0,79,Male,Head of Household,Married/Living together,Primary education,Self employed
uniqueid_7515,No,Rural,Yes,3.0,80,Female,Head of Household,Divorced/Seperated,No formal education,Other Income
uniqueid_3354,No,Urban,Yes,9.0,19,Male,Parent,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_759,No,Rural,Yes,5.0,41,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing
uniqueid_7329,No,Rural,Yes,6.0,41,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_5957,No,Rural,No,,28,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_2493,No,Rural,Yes,2.0,45,Female,Spouse,Married/Living together,Primary education,Other Income
uniqueid_298,No,Rural,Yes,2.0,28,Male,Head of Household,Married/Living together,Secondary education,Informally employed
uniqueid_7127,No,Rural,Yes,,26,Male,Head of Household,Married/Living together,Secondary education,Informally employed
uniqueid_2454,No,Rural,Yes,2.0,45,Female,Spouse,Married/Living together,Primary education,Dont Know/Refuse to answer
uniqueid_7818,No,Rural,Yes,6.0,32,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_7488,No,Rural,No,8.0,42,Female,Head of Household,Divorced/Seperated,No formal education,Self employed
uniqueid_6320,No,Rural,Yes,5.0,30,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_1399,No,Rural,Yes,,20,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_5826,No,Rural,Yes,2.0,59,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_1583,No,Rural,Yes,2.0,22,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_1425,No,Rural,Yes,7.0,16,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_4585,No,Rural,Yes,6.0,27,Female,Parent,Single/Never Married,Tertiary education,Remittance Dependent
uniqueid_878,No,Rural,Yes,,16,Female,Parent,Single/Never Married,Primary education,Farming and Fishing
uniqueid_5251,No,Rural,Yes,5.0,24,Male,Child,Single/Never Married,Primary education,Informally employed
uniqueid_8194,No,Urban,Yes,,26,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_7094,No,Rural,No,1.0,76,Female,Head of Household,Widowed,Primary education,Farming and Fishing
uniqueid_3450,No,Rural,Yes,5.0,22,Female,Child,Single/Never Married,Secondary education,Self employed
uniqueid_2086,Yes,Rural,Yes,5.0,43,Male,Head of Household,Married/Living together,Secondary education,Informally employed
uniqueid_5969,No,Rural,Yes,6.0,61,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_5618,Yes,Rural,Yes,1.0,42,Male,Head of Household,Single/Never Married,Secondary education,Dont Know/Refuse to answer
uniqueid_5220,No,Rural,Yes,7.0,34,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_8103,No,Rural,Yes,7.0,35,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_2711,No,Rural,Yes,4.0,44,Male,Head of Household,Married/Living together,Other/Dont know/RTA,Informally employed
uniqueid_2813,No,Rural,Yes,4.0,60,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_493,No,Rural,Yes,8.0,55,Female,Head of Household,Divorced/Seperated,No formal education,Other Income
uniqueid_3438,No,Rural,Yes,6.0,37,Male,Head of Household,Single/Never Married,Primary education,Farming and Fishing
uniqueid_5519,Yes,Rural,Yes,5.0,35,Male,Head of Household,Married/Living together,Secondary education,Self employed
uniqueid_7878,No,Rural,Yes,3.0,51,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_5067,No,Rural,Yes,8.0,38,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_8182,No,Rural,No,7.0,44,Female,Spouse,Married/Living together,No formal education,Dont Know/Refuse to answer
uniqueid_2856,No,Rural,No,3.0,26,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_6433,Yes,Rural,Yes,5.0,43,Female,Spouse,Married/Living together,Secondary education,Informally employed
uniqueid_1486,No,Rural,No,2.0,80,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_589,Yes,Rural,Yes,4.0,32,Male,Head of Household,Married/Living together,Secondary education,Informally employed
uniqueid_7269,No,Rural,No,4.0,79,Female,Child,Widowed,No formal education,Remittance Dependent
uniqueid_8106,No,Rural,Yes,4.0,30,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_724,No,Rural,Yes,4.0,17,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_8052,No,Rural,Yes,6.0,59,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_8532,Yes,Rural,Yes,5.0,27,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
uniqueid_491,No,Rural,No,3.0,30,Female,Head of Household,Single/Never Married,No formal education,Remittance Dependent
uniqueid_4745,Yes,Rural,Yes,1.0,57,Male,Head of Household,Divorced/Seperated,Primary education,Other Income
uniqueid_7066,No,Rural,Yes,5.0,47,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_2054,No,Rural,No,3.0,52,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_215,No,Rural,Yes,8.0,18,Male,Child,Single/Never Married,Primary education,Informally employed
uniqueid_1442,No,Rural,Yes,2.0,73,Male,Head of Household,Widowed,Primary education,Farming and Fishing
uniqueid_7901,Yes,Rural,Yes,,45,Male,Head of Household,Widowed,Primary education,Self employed
uniqueid_1748,No,Rural,Yes,5.0,69,Female,Child,Widowed,No formal education,Farming and Fishing
uniqueid_3867,No,Rural,Yes,4.0,18,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_2908,No,Rural,Yes,6.0,39,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
